load_on_chiller,power_consumed
100.9424598,28.68276137
100.9424598,29.39775195
96.135676,61.42544984
96.135676,27.00336491
96.135676,67.90331986
96.135676,69.24323436
96.135676,71.44640299
96.135676,43.07125384
96.135676,63.97502863
96.135676,65.3343421
96.135676,64.69556176
96.135676,28.54419731
96.135676,44.6619693
96.135676,27.20289716
96.135676,27.33591867
96.135676,42.60844987
96.135676,66.84330477
96.135676,54.62888247
96.135676,10.58352325
96.135676,10.12626184
96.135676,8.438551534
96.135676,51.75644941
96.135676,69.80164755
96.135676,53.74068682
96.135676,62.94411199
96.135676,63.41384417
96.135676,64.13299166
96.135676,51.75644941
96.135676,69.62844246
96.135676,70.39054482
96.135676,71.47688709
96.135676,66.71028326
96.135676,63.50113953
96.135676,42.08883462
96.135676,64.37686442
96.135676,68.17351979
96.135676,27.83752058
96.135676,39.37990716
96.135676,28.61347934
96.135676,28.54419731
96.135676,31.0937761
96.135676,30.78893516
96.135676,28.54419731
96.135676,28.68276137
96.135676,27.97331336
96.135676,26.26066152
96.135676,30.52843471
96.135676,30.04623177
96.135676,25.62742375
96.135676,25.44036226
96.135676,13.66795933
96.135676,25.56506992
96.135676,26.87034341
91.3288922,41.88098853
91.3288922,55.70275397
91.3288922,42.86063646
91.3288922,65.5796005
91.3288922,26.83154547
91.3288922,39.47690201
91.3288922,40.80434575
91.3288922,40.90411187
91.3288922,28.97374591
91.3288922,29.75801851
91.3288922,68.85525498
91.3288922,53.04925213
91.3288922,52.19015493
91.3288922,39.47690201
91.3288922,67.00958164
91.3288922,53.60766531
91.3288922,65.65858201
91.3288922,68.51438738
91.3288922,71.12216308
91.3288922,28.97374591
91.3288922,39.6708917
91.3288922,27.97331336
91.3288922,29.39775195
91.3288922,40.20574899
91.3288922,27.92065902
91.3288922,28.12850511
91.3288922,26.13318258
91.3288922,38.06631983
91.3288922,54.23397489
91.3288922,28.97374591
91.3288922,28.69107522
91.3288922,29.32569863
91.3288922,28.97374591
91.3288922,30.18341019
91.3288922,28.47491528
91.3288922,30.07948714
91.3288922,28.26706918
91.3288922,27.06987566
91.3288922,13.60144858
91.3288922,27.76962419
91.3288922,27.97331336
91.3288922,28.82132544
91.3288922,29.03748538
91.3288922,28.4790722
91.3288922,29.81621542
91.3288922,29.46980526
91.3288922,27.76962419
91.3288922,29.75801851
91.3288922,29.54185857
91.3288922,26.63617014
86.5221084,47.48867622
86.5221084,64.13299166
86.5221084,52.83447783
86.5221084,41.77567984
86.5221084,51.13013984
86.5221084,52.44788409
86.5221084,50.68950611
86.5221084,47.48867622
86.5221084,64.13299166
86.5221084,52.83447783
86.5221084,54.45290611
86.5221084,28.33635121
86.5221084,28.90307824
86.5221084,27.6338314
86.5221084,41.67452807
86.5221084,27.36224584
86.5221084,25.56506992
86.5221084,39.57389685
86.5221084,38.06354855
86.5221084,38.63166121
86.5221084,28.33635121
86.5221084,28.19778715
86.5221084,27.76962419
86.5221084,27.40242942
86.5221084,27.33591867
86.5221084,27.76962419
86.5221084,28.47491528
86.5221084,28.90307824
86.5221084,28.19778715
86.5221084,27.90541697
86.5221084,27.83752058
86.5221084,30.10997124
86.5221084,31.24619657
86.5221084,19.36294239
86.5221084,39.76788654
86.5221084,26.83154547
86.5221084,27.7017278
86.5221084,28.83241056
86.5221084,29.18574893
86.5221084,26.57104503
86.5221084,27.26940791
86.5221084,28.68276137
86.5221084,27.97331336
86.5221084,27.00336491
86.5221084,28.90307824
86.5221084,28.26706918
86.5221084,28.19778715
86.5221084,27.6338314
86.5221084,27.90541697
86.5221084,27.6338314
86.5221084,28.26706918
86.5221084,29.18159201
86.5221084,28.61347934
86.5221084,28.82132544
86.5221084,30.18341019
86.5221084,29.11508125
86.5221084,27.56593501
86.5221084,27.97331336
86.5221084,28.47491528
86.5221084,28.26706918
86.5221084,28.90307824
86.5221084,25.50271609
86.5221084,18.13526478
86.5221084,30.25684915
86.5221084,18.74771794
86.5221084,18.74771794
86.5221084,19.98093812
86.5221084,39.76788654
86.5221084,29.6859652
86.5221084,29.6859652
86.5221084,27.36224584
86.5221084,27.26940791
86.5221084,27.13638641
86.5221084,27.83752058
86.5221084,27.26940791
86.5221084,29.46980526
86.5221084,29.39775195
86.5221084,28.33635121
86.5221084,27.40242942
86.5221084,27.33591867
86.5221084,27.13638641
86.5221084,28.68276137
86.5221084,27.83752058
86.5221084,30.60325931
86.5221084,29.81621542
86.5221084,27.97331336
86.5221084,27.83752058
86.5221084,27.90541697
86.5221084,30.62404392
86.5221084,28.17700254
86.5221084,28.47491528
86.5221084,29.32708427
86.5221084,27.56593501
86.5221084,29.10953869
86.5221084,29.46841962
86.5221084,29.96309333
86.5221084,30.03653228
86.5221084,30.07948714
86.5221084,28.97374591
86.5221084,28.69107522
86.5221084,29.39775195
86.5221084,26.44079481
86.5221084,26.57104503
86.5221084,27.26940791
86.5221084,28.12850511
86.5221084,28.54973987
86.5221084,29.59589856
86.5221084,40.80434575
81.7153246,38.91294626
81.7153246,39.6708917
81.7153246,42.71237291
81.7153246,30.97738228
81.7153246,27.7017278
81.7153246,29.03748538
81.7153246,28.90307824
81.7153246,28.40563324
81.7153246,28.75204341
81.7153246,40.76416217
81.7153246,39.08892263
81.7153246,42.43940171
81.7153246,40.04085775
81.7153246,31.0937761
81.7153246,27.83752058
81.7153246,28.47491528
81.7153246,31.0937761
81.7153246,31.47482728
81.7153246,27.90541697
81.7153246,30.60325931
81.7153246,31.01756586
81.7153246,30.45361012
81.7153246,30.47716601
81.7153246,27.6338314
81.7153246,27.7017278
81.7153246,18.93062251
81.7153246,40.13923823
81.7153246,18.88489637
81.7153246,26.63617014
81.7153246,18.97634865
81.7153246,19.5985013
81.7153246,26.06944311
81.7153246,29.6859652
81.7153246,29.96309333
81.7153246,29.81621542
81.7153246,29.18159201
81.7153246,26.93685416
81.7153246,28.96543207
81.7153246,29.32569863
81.7153246,28.05922308
81.7153246,28.12850511
81.7153246,32.04709686
81.7153246,29.54185857
81.7153246,29.90212514
81.7153246,30.03653228
81.7153246,27.49803862
81.7153246,28.82132544
81.7153246,28.47491528
81.7153246,29.2564166
81.7153246,28.04120975
81.7153246,20.75135432
81.7153246,18.13526478
81.7153246,19.98093812
81.7153246,18.26828628
81.7153246,19.31583061
81.7153246,18.97634865
81.7153246,18.00224327
81.7153246,28.17700254
81.7153246,29.03748538
81.7153246,30.71272492
81.7153246,29.59589856
81.7153246,27.40242942
81.7153246,28.83241056
81.7153246,29.53908729
81.7153246,28.97374591
81.7153246,27.83752058
81.7153246,28.61347934
81.7153246,29.90212514
81.7153246,30.45361012
81.7153246,28.12850511
81.7153246,28.69107522
81.7153246,27.49803862
81.7153246,28.83241056
81.7153246,28.12850511
81.7153246,29.66933751
81.7153246,29.88965438
81.7153246,29.03748538
81.7153246,28.83241056
81.7153246,28.97374591
81.7153246,25.62326683
81.7153246,29.88965438
81.7153246,27.98994105
81.7153246,28.69107522
76.9085408,42.50452682
76.9085408,26.93685416
76.9085408,25.50271609
76.9085408,67.00958164
76.9085408,27.6338314
76.9085408,31.16998633
76.9085408,40.76416217
76.9085408,42.29668072
76.9085408,42.40060377
76.9085408,31.2711381
76.9085408,30.30396093
76.9085408,30.22913633
76.9085408,31.50392573
76.9085408,20.40217287
76.9085408,18.83917022
76.9085408,20.65158819
76.9085408,20.12643038
76.9085408,19.64561308
76.9085408,30.37878552
76.9085408,30.15431174
76.9085408,30.22913633
76.9085408,29.18574893
76.9085408,30.03653228
76.9085408,31.24619657
76.9085408,31.42632985
76.9085408,30.86514539
76.9085408,31.0937761
76.9085408,19.45716595
76.9085408,18.40130778
76.9085408,14.41066272
76.9085408,19.98093812
76.9085408,18.04658377
76.9085408,27.13638641
76.9085408,18.13526478
76.9085408,14.73490263
76.9085408,20.30240675
76.9085408,19.83406021
76.9085408,18.7019918
76.9085408,29.03748538
76.9085408,29.88965438
76.9085408,29.96309333
76.9085408,28.26706918
76.9085408,31.81430923
76.9085408,31.73671336
76.9085408,28.19778715
76.9085408,31.81430923
76.9085408,30.37878552
76.9085408,28.76174289
76.9085408,29.61391189
76.9085408,29.75801851
72.101757,26.26066152
72.101757,25.81448524
72.101757,26.31054459
72.101757,31.42632985
72.101757,27.90541697
72.101757,32.12469274
72.101757,19.78694843
72.101757,38.91294626
72.101757,26.19692205
72.101757,28.69107522
72.101757,13.83423621
72.101757,19.88394327
72.101757,26.26066152
72.101757,13.06659129
72.101757,18.65626566
72.101757,18.79344408
72.101757,29.74277647
67.2949732,52.52132305
67.2949732,55.46996634
67.2949732,20.9688999
67.2949732,20.9688999
67.2949732,25.24083001
67.2949732,13.80098083
67.2949732,25.24083001
67.2949732,13.80098083
67.2949732,55.64455706
67.2949732,27.83752058
67.2949732,25.24083001
67.2949732,30.94135563
67.2949732,29.18159201
67.2949732,28.54419731
62.4881894,42.29668072
62.4881894,59.04491921
62.4881894,40.92628212
62.4881894,40.92628212
57.6814056,63.65910256
57.6814056,28.47491528
52.8746218,25.75074577
52.8746218,41.06761747
52.8746218,25.81448524
52.8746218,27.49803862
52.8746218,26.63617014
52.8746218,41.63018757
52.8746218,25.19094695
52.8746218,13.03472156
52.8746218,26.00570365
52.8746218,26.00570365
52.8746218,56.53413836
48.067838,26.00570365
48.067838,28.40563324
48.067838,43.77238801
48.067838,26.13318258
48.067838,25.87822471
48.067838,26.50591992
48.067838,25.62326683
48.067838,26.76642036
43.2610542,25.6870063
43.2610542,26.76642036
43.2610542,26.89667058
43.2610542,65.01010219
38.4542704,27.20289716
38.4542704,26.4712789
38.4542704,27.29434945
