%_utility ,power_1
0.37767587,27.76962419
0.3433417,30.52843471
0.291840445,29.6859652
0.291840445,29.96309333
0.326174615,30.07948714
0.27467336,30.37878552
0.291840445,29.81621542
0.30900753,28.83241056
0.30900753,29.18574893
0.44634421,31.05220688
0.30900753,26.57104503
0.30900753,27.26940791
0.30900753,28.68276137
0.30900753,27.97331336
0.30900753,27.00336491
0.326174615,28.26706918
0.30900753,28.90307824
0.30900753,28.26706918
0.291840445,29.18159201
0.30900753,28.19778715
0.30900753,27.6338314
0.30900753,27.90541697
0.291840445,26.93685416
0.30900753,27.6338314
0.41201004,25.50271609
0.360508785,27.83752058
0.30900753,28.26706918
0.30900753,29.18159201
0.27467336,30.15431174
0.27467336,30.22913633
0.291840445,28.96543207
0.291840445,29.32569863
0.291840445,28.05922308
0.291840445,28.12850511
0.30900753,28.61347934
0.30900753,28.82132544
0.3433417,30.04623177
0.41201004,29.46841962
0.27467336,29.18574893
0.27467336,30.03653228
0.27467336,31.24619657
0.257506275,32.12469274
0.291840445,32.04709686
0.30900753,30.18341019
0.291840445,29.54185857
0.30900753,29.11508125
0.30900753,27.56593501
0.30900753,27.97331336
0.30900753,28.47491528
0.30900753,28.26706918
0.291840445,29.90212514
0.291840445,30.03653228
0.27467336,31.42632985
0.27467336,30.86514539
0.27467336,31.0937761
0.30900753,28.90307824
0.30900753,25.50271609
0.291840445,27.49803862
0.30900753,18.13526478
0.44634421,27.33591867
0.24033919,25.24083001
0.291840445,28.82132544
0.24033919,13.80098083
0.394842955,26.63617014
0.326174615,27.06987566
0.291840445,28.47491528
0.257506275,19.78694843
0.27467336,19.45716595
