Load_T,Power_T
192.271352,73.63571521
192.271352,70.96142877
192.271352,68.74163245
192.271352,67.65390454
192.271352,54.57345684
192.271352,66.78095094
192.271352,56.92904594
192.271352,55.81083394
187.4645682,81.60869149
187.4645682,74.89941948
187.4645682,73.56920446
187.4645682,72.24868893
187.4645682,71.79835572
187.4645682,70.72864114
187.4645682,70.49446787
187.4645682,56.24315382
187.4645682,56.01452312
187.4645682,55.51014992
187.4645682,54.83811421
187.4645682,54.70370707
187.4645682,54.67183733
187.4645682,53.8390673
187.4645682,79.32654135
187.4645682,78.96766042
187.4645682,75.09895173
187.4645682,74.2079848
187.4645682,71.72075984
187.4645682,64.93666324
187.4645682,24.18497184
182.6577844,93.29934162
182.6577844,75.68507773
182.6577844,74.75531285
182.6577844,74.68464518
182.6577844,73.7479521
182.6577844,70.50416735
182.6577844,70.50416735
182.6577844,70.07600439
182.6577844,69.40396868
182.6577844,65.65858201
182.6577844,57.51932886
182.6577844,57.09947974
182.6577844,83.9919934
182.6577844,70.03027825
182.6577844,69.24323436
182.6577844,67.44051588
182.6577844,58.21907738
182.6577844,57.94472054
182.6577844,56.39973122
182.6577844,55.94662673
182.6577844,53.64784889
177.8510006,91.40378522
177.8510006,75.61302441
177.8510006,74.62506263
177.8510006,73.05651742
177.8510006,70.42241455
177.8510006,70.27692229
177.8510006,67.50841228
177.8510006,67.11073341
177.8510006,60.06197944
177.8510006,58.23016251
177.8510006,55.67504116
177.8510006,54.80485883
177.8510006,54.57761377
177.8510006,53.97070316
173.0442168,97.33017026
173.0442168,92.4499439
173.0442168,92.21438499
173.0442168,87.25656276
173.0442168,87.25656276
173.0442168,84.36334509
173.0442168,79.16719267
173.0442168,76.00238944
173.0442168,73.24912147
173.0442168,73.03019025
173.0442168,71.36049327
173.0442168,66.71028326
173.0442168,65.90106913
173.0442168,65.90106913
173.0442168,63.72284203
173.0442168,61.80511538
173.0442168,57.80615647
173.0442168,57.74518828
173.0442168,57.59553909
173.0442168,57.53457091
173.0442168,57.23942945
173.0442168,56.51751067
173.0442168,56.1059754
173.0442168,54.80485883
173.0442168,54.72449168
173.0442168,54.67183733
173.0442168,54.54990095
173.0442168,54.22011848
173.0442168,52.83447783
168.237433,84.50745172
168.237433,79.95146528
168.237433,60.21994248
168.237433,55.18036745
168.237433,53.97901701
168.237433,53.82105397
168.237433,53.45247356
168.237433,52.39384411
168.237433,34.69921306
163.4306492,91.9621984
163.4306492,82.39434974
163.4306492,81.06552036
163.4306492,78.38707699
163.4306492,72.76137596
163.4306492,72.03530027
163.4306492,70.96142877
163.4306492,69.80164755
163.4306492,69.80164755
163.4306492,67.84927987
163.4306492,66.67425661
163.4306492,58.64724034
163.4306492,57.79784263
163.4306492,56.92904594
163.4306492,54.98083519
163.4306492,54.31018512
158.6238654,79.38058133
158.6238654,73.88235925
158.6238654,62.84988842
158.6238654,56.94983055
158.6238654,54.54990095
153.8170816,72.3636971
153.8170816,72.1863351
153.8170816,69.80164755
153.8170816,55.51846377
153.8170816,89.37382167
153.8170816,89.37382167
153.8170816,83.63449811
153.8170816,66.24886493
153.8170816,63.10207502
149.0102978,93.76075996
149.0102978,93.76075996
149.0102978,76.22132066
139.3967302,62.27761884
134.5899464,81.79436734
129.7831626,89.98627484
115.3628112,93.70117741
110.5560274,82.41097742
